
   # PLAYER                  :  RATING  POINTS  PLAYED   (%)  CFS(%)    W    D    L
2890 Analfabetafunzionale    :  1520.5    29.0      55    53     ---   28    2   25
2891 Mirchb7                 :  1520.5    10.5      30    35     ---    8    5   17
2892 HESHAM-YASSEEN          :  1520.1    10.5      23    46     ---   10    1   12
2893 fjwieser                :  1520.0     3.0       7    43     ---    3    0    4
2894 jschaak                 :  1520.0     6.0       7    86     ---    6    0    1
2895 Guillee255              :  1519.9     1.0       2    50     ---    1    0    1
2896 Gabosanguchess          :  1519.9     6.0       9    67     ---    6    0    3
2897 Andrei55689966          :  1519.7     1.5       3    50     ---    1    1    1
2898 Ismail2011ism           :  1519.6     1.0       3    33     ---    1    0    2
2899 kimagure                :  1519.4     4.0       8    50     ---    4    0    4
2900 Hausschwein_Manu        :  1519.3    16.0      39    41     ---   14    4   21
2901 AgentCornbread          :  1519.2    11.5      28    41     ---   11    1   16
2902 Chessyb64               :  1519.0    11.5      26    44     ---   11    1   14
2903 Adriano_o_p             :  1518.8     2.0       3    67     ---    2    0    1
2904 lakaidoz                :  1518.5     1.0       2    50     ---    1    0    1
2905 Clemens97               :  1518.5     1.0       3    33     ---    1    0    2
2906 agil20000               :  1518.3     4.0       8    50     ---    4    0    4
2907 Etna2022                :  1518.3     1.0       2    50     ---    1    0    1
2908 CesarMarR               :  1518.3     3.0       8    38     ---    3    0    5
2909 KingRiddle999           :  1518.3     1.0       2    50     ---    1    0    1
2910 RomanSergienko          :  1518.2     2.0       3    67     ---    2    0    1
2911 GeorgeBrand             :  1518.2    13.5      29    47     ---   13    1   15
2912 abdelkaderkada          :  1518.0     3.5       4    88     ---    3    1    0
2913 OdinokijVolk            :  1517.9     1.0       3    33     ---    0    2    1
2914 ID13_surt_23            :  1517.8     2.0       3    67     ---    2    0    1
2915 Arcturus-XXI            :  1517.8     5.0       6    83     ---    5    0    1
2916 Jooooozek73             :  1517.6     4.0       7    57     ---    4    0    3
2917 Tibo50                  :  1517.5     2.5       8    31     ---    2    1    5
2918 MoinZ                   :  1517.0     7.5      11    68     ---    7    1    3
2919 wwwrty                  :  1517.0    41.5      73    57     ---   40    3   30
2920 zilsky                  :  1516.9     2.0       3    67     ---    2    0    1
2921 bbeg                    :  1516.9    18.5      47    39     ---   18    1   28
2922 heocon                  :  1516.7     4.0      13    31     ---    4    0    9
2923 CastilloElRey           :  1516.5     8.0      10    80     ---    8    0    2
2924 saku03081               :  1516.3     1.0       2    50     ---    1    0    1
2925 AstrongCenter           :  1516.1    11.0      36    31     ---    9    4   23
2926 Zolistif81              :  1516.1     2.0       3    67     ---    2    0    1
2927 LuckDragon              :  1515.8     2.0       4    50     ---    2    0    2
2928 Chezare1648             :  1515.7    58.0      98    59     ---   54    8   36
2929 revas333                :  1515.7     0.5       1    50     ---    0    1    0
2930 JotaRHS                 :  1515.5     1.0       2    50     ---    1    0    1
2931 Geescht                 :  1515.5    20.5      32    64     ---   20    1   11
2932 gvozdicky               :  1515.5     3.0       8    38     ---    3    0    5
2933 Cnbcad                  :  1515.0     1.0       2    50     ---    1    0    1
2934 joseangelsanchez        :  1514.8     2.0       5    40     ---    2    0    3
2935 Ucantdefeatme           :  1514.2     1.0       2    50     ---    1    0    1
2936 AZuev                   :  1514.1    10.0      25    40     ---    9    2   14
2937 Carnal                  :  1513.9     4.0       9    44     ---    4    0    5
2938 ClassicalOogway         :  1513.9     6.0       9    67     ---    6    0    3
2939 robertbox               :  1513.8    11.5      21    55     ---   11    1    9
2940 e1ande2                 :  1513.8     4.0       6    67     ---    4    0    2
2941 izya56                  :  1513.6     5.0      11    45     ---    5    0    6
2942 panopticoning           :  1513.2     3.0       6    50     ---    3    0    3
2943 DrazanG                 :  1512.9    28.5      49    58     ---   28    1   20
2944 Romo70                  :  1512.6     5.0       7    71     ---    5    0    2
2945 telmannihal24           :  1512.2     3.5       9    39     ---    3    1    5
2946 milan707                :  1512.2     5.5      11    50     ---    5    1    5
2947 Tiger2010M              :  1512.2     7.0       9    78     ---    7    0    2
2948 edouardparis            :  1512.1     1.0       2    50     ---    1    0    1
2949 amejudo                 :  1512.1     1.0       2    50     ---    1    0    1
2950 Danila_Bogdanov         :  1512.1     1.0       2    50     ---    1    0    1
2951 MarkAnd                 :  1511.7     2.0       3    67     ---    2    0    1
2952 ricardo1111             :  1511.5     6.0      11    55     ---    6    0    5
2953 Maexsche                :  1511.5    10.5      22    48     ---    9    3   10
2954 time1515                :  1511.2     6.0       8    75     ---    6    0    2
2955 cbyrnes95               :  1510.9     2.0       4    50     ---    2    0    2
2956 jaromird                :  1510.8     1.0       2    50     ---    1    0    1
2957 Edo2000                 :  1510.8     0.5       5    10     ---    0    1    4
2958 Gambitor60              :  1510.7     2.0       7    29     ---    2    0    5
2959 Sherstikov              :  1510.7     3.0       6    50     ---    3    0    3
2960 Abdu1laev               :  1510.6     0.5       1    50     ---    0    1    0
2961 Autumn3                 :  1510.5     2.0       3    67     ---    2    0    1
2962 ThomasH04120            :  1510.4     1.0       3    33     ---    1    0    2
2963 JFowler114              :  1510.3     4.0      10    40     ---    4    0    6
2964 nelpid                  :  1510.3     1.5       3    50     ---    1    1    1
2965 yashvirdalaya           :  1510.2     2.0       3    67     ---    2    0    1
2966 ldnoble1710             :  1510.2     5.0      12    42     ---    5    0    7
2967 GalinaGoloshubova       :  1510.1    66.0     139    47     ---   61   10   68
2968 melfedor                :  1510.0     9.5      15    63     ---    9    1    5
2969 Tusigtusig              :  1509.9     0.5       2    25     ---    0    1    1
2970 First_gamer             :  1509.8     2.0       5    40     ---    2    0    3
2971 ortizne                 :  1509.7    13.0      28    46     ---   13    0   15
2972 pegaz95                 :  1509.7     4.5      11    41     ---    4    1    6
2973 harasiukmariusz         :  1509.6     2.5       4    62     ---    2    1    1
2974 Malouga                 :  1509.6    10.0      16    62     ---   10    0    6
2975 nnfokin                 :  1509.5     4.0       8    50     ---    3    2    3
2976 pkks                    :  1509.5     4.0       5    80     ---    4    0    1
2977 Blims84                 :  1509.5     0.5       1    50     ---    0    1    0
2978 SK098                   :  1509.4     4.5       7    64     ---    4    1    2
2979 trueshadowlegion        :  1509.4    21.0      46    46     ---   20    2   24
2980 Tanuki1357              :  1509.4     2.5       4    62     ---    2    1    1
2981 Stegri                  :  1509.3     4.5       8    56     ---    4    1    3
2982 JanDrot                 :  1509.2     5.0      11    45     ---    5    0    6
2983 sebastienactif          :  1508.8     9.0      13    69     ---    9    0    4
2984 BeresOliverHU           :  1508.8     2.0       4    50     ---    2    0    2
2985 Mark0813                :  1508.8     9.0      17    53     ---    9    0    8
2986 Dim7337                 :  1508.3     6.5      18    36     ---    6    1   11
2987 Dindo                   :  1508.2     6.5      18    36     ---    6    1   11
2988 rowlands                :  1508.2     4.0       6    67     ---    4    0    2
2989 ru21dopel               :  1508.0     4.0       8    50     ---    4    0    4
2990 Ed_Cypress              :  1508.0     1.0       2    50     ---    1    0    1
2991 olgajti                 :  1507.9     6.5      13    50     ---    6    1    6
2992 HalPilotte              :  1507.9    13.5      30    45     ---   13    1   16
2993 Arabi12                 :  1507.8     2.0       4    50     ---    2    0    2
2994 s3teos                  :  1507.2     3.0       6    50     ---    3    0    3
2995 Sisto_IV                :  1507.1     4.0       7    57     ---    4    0    3
2996 casanova1957            :  1506.8     6.0       9    67     ---    6    0    3
2997 ericedward              :  1506.6     4.0       6    67     ---    4    0    2
2998 EGORCHESS10             :  1506.6   165.0     312    53     ---  154   22  136
2999 wattgeht                :  1506.4    12.5      18    69     ---   12    1    5
3000 sarcasm_god             :  1506.4     2.0       4    50     ---    2    0    2
3001 OLDELECTRICCRAB         :  1506.3    10.0      12    83     ---   10    0    2
3002 Reilz                   :  1506.3    31.0      49    63     ---   30    2   17
3003 SchachLK                :  1506.2     5.0       9    56     ---    5    0    4
3004 jcmme                   :  1506.2   104.5     187    56     ---  101    7   79
3005 DragunovSVD             :  1506.1    12.0      17    71     ---   11    2    4
3006 dmoisan                 :  1506.1    24.0      48    50     ---   24    0   24
3007 akisaky                 :  1505.9     1.0       2    50     ---    1    0    1
3008 Adam24061               :  1505.7     4.0       5    80     ---    4    0    1
3009 k3hr                    :  1505.4     1.0       2    50     ---    1    0    1
3010 memowin                 :  1505.3    26.5      50    53     ---   25    3   22
3011 D-Alejandro             :  1505.2     8.5      20    42     ---    8    1   11
3012 Sinkholl                :  1505.2     3.0      11    27     ---    3    0    8
3013 Apprentice83            :  1504.7     1.5       7    21     ---    1    1    5
3014 bipememan               :  1504.5     1.5       5    30     ---    1    1    3
3015 DuncanMacLeod13         :  1504.2     8.0      12    67     ---    8    0    4
3016 Shtopor2022             :  1503.9    18.5      56    33     ---   17    3   36
3017 Sabry_Rashad            :  1503.9    25.5      44    58     ---   25    1   18
3018 cfmcordeiro             :  1503.7     3.0       6    50     ---    3    0    3
3019 RRuyssenaars            :  1503.5     4.5       8    56     ---    4    1    3
3020 Pombur78                :  1503.2     5.5      12    46     ---    5    1    6
3021 ubran                   :  1503.2     1.0       4    25     ---    1    0    3
3022 kserin                  :  1503.1    10.0      14    71     ---   10    0    4
3023 Zonir                   :  1502.9     3.5       5    70     ---    3    1    1
3024 Rodolfo-Porto           :  1502.8     3.0       8    38     ---    3    0    5
3025 ysimon                  :  1502.3     8.5      26    33     ---    8    1   17
3026 The214G                 :  1502.3     7.0      14    50     ---    7    0    7
3027 Enrakyoten              :  1502.2     3.0       7    43     ---    3    0    4
3028 MANCHATOYS              :  1502.2     7.5      16    47     ---    7    1    8
3029 daniandrades            :  1501.9     3.0       8    38     ---    3    0    5
3030 Terrencil               :  1501.9     1.0       3    33     ---    1    0    2
3031 StudlyCurmudgeon        :  1501.9     3.0       6    50     ---    3    0    3
3032 ataly                   :  1501.8    12.5      26    48     ---   12    1   13
3033 vinegarjoe              :  1501.8    14.5      40    36     ---   14    1   25
3034 Correspondencer2010     :  1501.8     7.5      43    17     ---    7    1   35
3035 SebastianSong           :  1501.8     3.0      10    30     ---    3    0    7
3036 SergeiV011988           :  1501.8     5.0      12    42     ---    5    0    7
3037 VarlamChalamov          :  1501.4     2.0       4    50     ---    2    0    2
3038 ehursit                 :  1501.3     4.0       8    50     ---    4    0    4
3039 adamsralf               :  1501.1     5.0       9    56     ---    5    0    4
3040 KKyan0                  :  1500.9     4.5      10    45     ---    4    1    5
3041 melage                  :  1500.9     6.0      11    55     ---    6    0    5
3042 CHChess88               :  1500.7    15.5      30    52     ---   13    5   12
3043 dkdkekfkr               :  1500.0    11.5      29    40     ---    9    5   15
3044 MentalWarrior88         :  1500.0     2.0       4    50     ---    2    0    2
3045 FearlessRiver           :  1499.7     8.0      12    67     ---    8    0    4
3046 IngoKar                 :  1499.7     4.0       7    57     ---    4    0    3
3047 dieArschkuh             :  1499.7     1.0       2    50     ---    1    0    1
3048 Andrey_Maro-59          :  1499.5     4.0       7    57     ---    4    0    3
3049 MarshallArt             :  1499.1     1.0       2    50     ---    1    0    1
3050 HOUWAYDI                :  1499.1     2.0       3    67     ---    2    0    1
3051 Hattori-Hanzo1          :  1498.9     4.0       6    67     ---    4    0    2
3052 Perseenrieka            :  1498.3     1.0       2    50     ---    1    0    1
3053 karthik9497             :  1498.0    14.5      23    63     ---   11    7    5
3054 art2023                 :  1498.0     9.5      15    63     ---    9    1    5
3055 IgorBr                  :  1497.5     1.0       5    20     ---    1    0    4
3056 Jeffllama               :  1497.4     4.0       6    67     ---    4    0    2
3057 ZerglingBrutus          :  1497.3     9.0      13    69     ---    9    0    4
3058 LealMorphy18            :  1497.1    22.5      43    52     ---   21    3   19
3059 Al3xyMe                 :  1497.1    10.0      21    48     ---    9    2   10
3060 tenshikuroi             :  1497.0     5.0      10    50     ---    5    0    5
3061 Torti80                 :  1497.0     1.0       2    50     ---    1    0    1
3062 newn                    :  1496.8     1.0       3    33     ---    1    0    2
3063 M2CO2NE2L               :  1496.8    29.5      43    69     ---   29    1   13
3064 zrogravity1970          :  1496.6     4.0       6    67     ---    4    0    2
3065 Linfocito               :  1496.6    13.0      22    59     ---   13    0    9
3066 Konstantins-Opel        :  1496.2     6.5      17    38     ---    6    1   10
3067 BjornLowe               :  1496.2    23.0      44    52     ---   21    4   19
3068 bob2026                 :  1496.1     6.5      13    50     ---    6    1    6
3069 Wenardi2022             :  1496.1     1.0       3    33     ---    1    0    2
3070 Jlowenthal              :  1495.9     2.0       5    40     ---    2    0    3
3071 ZambiaKuchalo2022       :  1495.8     5.0      14    36     ---    5    0    9
3072 cronenberg31            :  1495.4     2.0       7    29     ---    2    0    5
3073 hrsl                    :  1494.9     0.5       1    50     ---    0    1    0
3074 An-Nur-999              :  1494.8     2.0       4    50     ---    2    0    2
3075 AustrianPasta           :  1494.6     4.0       6    67     ---    4    0    2
3076 DFTxp                   :  1494.4    12.5      18    69     ---   12    1    5
3077 Ohlalalalaaa            :  1494.4     4.5       7    64     ---    4    1    2
3078 WinB                    :  1494.2     5.0      12    42     ---    5    0    7
3079 claptonist              :  1493.9    12.0      36    33     ---   10    4   22
3080 strontcan               :  1493.9     0.5       2    25     ---    0    1    1
3081 ProjectDeepDream        :  1493.8    12.5      17    74     ---   12    1    4
3082 Catherwood007           :  1493.8     5.5      11    50     ---    5    1    5
3083 MrKeanu                 :  1493.8     1.0       6    17     ---    1    0    5
3084 tvojtato                :  1493.8     2.0       3    67     ---    2    0    1
3085 Richard1301             :  1493.7    16.0      26    62     ---   16    0   10
3086 Sorbon123               :  1493.4     2.0       4    50     ---    2    0    2
3087 CavePardum              :  1493.2     2.0       5    40     ---    2    0    3
3088 spartacusmills          :  1493.0     5.0       8    62     ---    5    0    3
3089 t3odor0                 :  1492.9     4.0      11    36     ---    4    0    7
3090 kpsrcyhcrcwr101         :  1492.8     8.0      14    57     ---    8    0    6
3091 frederic57490           :  1492.6     1.0       3    33     ---    1    0    2
3092 juicyoranges            :  1492.5     0.5       2    25     ---    0    1    1
3093 Espardenya              :  1492.5     6.5      17    38     ---    6    1   10
3094 EduardoAnriquez         :  1492.4     9.0      16    56     ---    8    2    6
3095 FischerPranav           :  1492.3     3.0       4    75     ---    3    0    1
3096 Y4g0d                   :  1491.9    24.0      44    55     ---   24    0   20
3097 taxidou                 :  1491.8     1.0       2    50     ---    1    0    1
3098 MikkelySmikkely13       :  1491.7     8.5      13    65     ---    8    1    4
3099 Inglourious_Bishops     :  1491.3     2.0       4    50     ---    2    0    2
3100 Schachautomat           :  1491.3    20.0      55    36     ---   15   10   30
3101 Maxim35                 :  1490.9    13.0      30    43     ---   12    2   16
3102 Rafael_Marcuzzo         :  1490.9     2.0       3    67     ---    2    0    1
3103 FL600                   :  1490.9     9.0      19    47     ---    9    0   10
3104 mojinism                :  1490.8     1.0       2    50     ---    1    0    1
3105 molecula21              :  1490.7     1.0       3    33     ---    1    0    2
3106 Sergey_Gagarin-2020     :  1490.5     2.5       6    42     ---    2    1    3
3107 tonyeeyore              :  1490.4     4.0       8    50     ---    4    0    4
3108 rabesturzflug           :  1489.9     6.0      13    46     ---    5    2    6
3109 dmaytry79               :  1489.7    15.0      29    52     ---   14    2   13
3110 EliteWriter             :  1489.5     2.0       8    25     ---    1    2    5
3111 FoolishKnight           :  1489.5     2.0       3    67     ---    2    0    1
3112 mahbodt2023             :  1489.4     0.5       1    50     ---    0    1    0
3113 IronLogic               :  1489.4     7.0      14    50     ---    7    0    7
3114 drag0ndeagua            :  1489.3     3.0       8    38     ---    3    0    5
3115 schachdemkonig          :  1489.2     4.0      11    36     ---    4    0    7
3116 FightingWindmills       :  1489.1     4.0       7    57     ---    4    0    3
3117 PolatovBahodir          :  1489.1    15.0      23    65     ---   15    0    8
3118 Amir_Spabekov           :  1489.1    13.5      27    50     ---   13    1   13
3119 joviaali                :  1488.8     8.5      17    50     ---    8    1    8
3120 PlasticBinge            :  1488.8     2.0       3    67     ---    2    0    1
3121 AlexSandor              :  1488.8     4.0       7    57     ---    4    0    3
3122 Kikerobles77            :  1488.8     4.5       9    50     ---    4    1    4
3123 Sandroninja             :  1488.6     2.0       5    40     ---    2    0    3
3124 hydroshadow             :  1488.4     2.0      12    17     ---    1    2    9
3125 arinor0109              :  1488.3     8.0      15    53     ---    8    0    7
3126 NaraClan2               :  1488.2     1.5       3    50     ---    1    1    1
3127 AlexDuvier              :  1487.7     2.0       3    67     ---    2    0    1
3128 murthy59                :  1487.3    10.0      18    56     ---   10    0    8
3129 ALEXIS_16               :  1487.1     3.0       4    75     ---    3    0    1
3130 Hanna1947               :  1487.1     4.5      12    38     ---    4    1    7
3131 MaxyPanGon              :  1487.0    14.0      17    82     ---   14    0    3
3132 thisismethisisi         :  1486.9     1.0       4    25     ---    1    0    3
3133 Manojphal               :  1486.5    15.0      23    65     ---   14    2    7
3134 mchjsuraweera           :  1486.4     1.0       2    50     ---    1    0    1
3135 RobertoV68              :  1486.3    10.0      28    36     ---   10    0   18
3136 Anshuam_sachan          :  1486.0     6.0      12    50     ---    5    2    5
3137 Aleksey-1987            :  1485.8     5.0       8    62     ---    5    0    3
3138 Rbasar                  :  1485.4     1.0       3    33     ---    1    0    2
3139 JupZeus                 :  1485.3     2.0       3    67     ---    2    0    1
3140 fanfan76                :  1485.1     3.0       6    50     ---    3    0    3
3141 Always-a-mate           :  1484.9    10.0      17    59     ---    9    2    6
3142 Edgardrez               :  1484.8     4.0       8    50     ---    4    0    4
3143 masbart                 :  1484.8     1.0       2    50     ---    1    0    1
3144 ElsCalers               :  1484.7     2.0       4    50     ---    2    0    2
3145 PerryOrne1              :  1484.6     3.5       7    50     ---    3    1    3
3146 GiantSauce              :  1484.5     2.5       6    42     ---    2    1    3
3147 nageshj                 :  1484.5     2.0       4    50     ---    2    0    2
3148 SirSub_Zer0             :  1484.3     2.0       4    50     ---    2    0    2
3149 TheCosmicMind           :  1484.2    14.5      33    44     ---   14    1   18
3150 AntoninNaro             :  1484.0     1.0       2    50     ---    1    0    1
3151 Purebadness6977         :  1484.0     1.0       3    33     ---    1    0    2
3152 abrelosojos             :  1483.8    17.0      26    65     ---   16    2    8
3153 toxitoy                 :  1483.5     4.0       7    57     ---    4    0    3
3154 ntohl                   :  1483.1     8.5      16    53     ---    8    1    7
3155 schach-kind             :  1483.0     5.0       8    62     ---    5    0    3
3156 diegodelallata          :  1482.9     1.0       2    50     ---    1    0    1
3157 Helper17                :  1482.9    25.0      50    50     ---   23    4   23
3158 jaydoro                 :  1482.8     1.0       4    25     ---    1    0    3
3159 the_caro_cannery        :  1482.8     7.0      13    54     ---    7    0    6
3160 End_Game_Flame          :  1482.6     1.5       2    75     ---    1    1    0
3161 trzysiek                :  1482.5     1.0       2    50     ---    1    0    1
3162 Kir9l                   :  1482.3     1.0       4    25     ---    1    0    3
3163 Gabrall                 :  1482.3     4.0       5    80     ---    4    0    1
3164 GOGA_0824               :  1482.3     1.0       2    50     ---    1    0    1
3165 bcoincoin               :  1482.2     7.5      13    58     ---    7    1    5
3166 Hesutu                  :  1482.0     1.0       3    33     ---    1    0    2
3167 Tehuringa               :  1482.0    23.5      57    41     ---   21    5   31
3168 sportmax                :  1481.9     2.0       4    50     ---    2    0    2
3169 FLASH_CW_2024           :  1481.9     1.0       2    50     ---    1    0    1
3170 Longlivetheempire       :  1481.7     3.0       6    50     ---    3    0    3
3171 Waeltarko               :  1481.5    10.5      23    46     ---   10    1   12
3172 GingermanofGod          :  1481.4     4.5      11    41     ---    4    1    6
3173 pepitocharango          :  1481.3    11.0      22    50     ---   11    0   11
3174 Chessplayer-3000        :  1481.3     1.0       2    50     ---    1    0    1
3175 LepapaDLV               :  1481.1     1.0       2    50     ---    1    0    1
3176 PepeRollMops            :  1480.9     3.0       6    50     ---    3    0    3
3177 wineinchess             :  1480.9     1.0       2    50     ---    1    0    1
3178 Handy73                 :  1480.8     8.0      11    73     ---    8    0    3
3179 khasan67                :  1480.8     6.5      17    38     ---    6    1   10
3180 offti                   :  1480.4     2.5       4    62     ---    2    1    1
3181 Sale_Serbia             :  1480.1     4.5       9    50     ---    4    1    4
3182 chess5bi4               :  1479.9     8.5      14    61     ---    8    1    5
3183 diefyiar                :  1479.9     1.0       2    50     ---    1    0    1
3184 Franjarojas             :  1479.9     2.0       5    40     ---    2    0    3
3185 Light_future23          :  1479.8    10.5      25    42     ---   10    1   14
3186 attyelbih               :  1479.6     0.5       1    50     ---    0    1    0
3187 Amachepla               :  1479.4     3.0       6    50     ---    3    0    3
3188 Schaken_Sjakk_77        :  1479.3     5.0      13    38     ---    4    2    7
3189 Benan7                  :  1479.1     4.5      11    41     ---    4    1    6
3190 cousin68                :  1479.0    27.5      40    69     ---   26    3   11
3191 syndrome187             :  1479.0     2.0      13    15     ---    2    0   11
3192 Andrushavtanke          :  1478.9     0.5       2    25     ---    0    1    1
3193 msidikm                 :  1478.8     4.0       5    80     ---    4    0    1
3194 flobru                  :  1478.6    11.0      21    52     ---   10    2    9
3195 Tanglemouse             :  1478.4     1.0       2    50     ---    1    0    1
3196 motiveboy               :  1477.9     8.0      15    53     ---    8    0    7
3197 HonghanOng              :  1477.8     0.5       1    50     ---    0    1    0
3198 mahan675757554          :  1477.8     0.5       1    50     ---    0    1    0
3199 patbos                  :  1477.7     5.0      16    31     ---    5    0   11
3200 Donaldoo                :  1477.6     8.0      13    62     ---    8    0    5
3201 ocars                   :  1477.6    13.5      34    40     ---   13    1   20
3202 BoomBoomWin             :  1477.3     5.5       7    79     ---    5    1    1
3203 BrockH                  :  1477.0     4.0       7    57     ---    4    0    3
3204 Juroen                  :  1476.4     8.0      14    57     ---    8    0    6
3205 lexusSF                 :  1475.9     8.0      14    57     ---    7    2    5
3206 Marigot                 :  1475.9     1.0       7    14     ---    1    0    6
3207 CJS62                   :  1475.7     5.0       9    56     ---    5    0    4
3208 ECHINOCEREUS            :  1475.6     1.0       2    50     ---    1    0    1
3209 nomistake-bjksatranc    :  1475.5    30.5      53    58     ---   30    1   22
3210 Nikolr88                :  1475.4    38.0      86    44     ---   37    2   47
3211 skizoofreak             :  1475.1     4.0       6    67     ---    4    0    2
3212 jojortiz                :  1475.1     1.5       2    75     ---    1    1    0
3213 Frike77                 :  1474.8     1.0       2    50     ---    1    0    1
3214 Pemguim                 :  1474.5     1.0       2    50     ---    1    0    1
3215 Navarro50               :  1474.3    53.0      95    56     ---   52    2   41
3216 keytribe                :  1474.2     1.0       2    50     ---    1    0    1
3217 zhe2236                 :  1474.2    10.5      18    58     ---   10    1    7
3218 Stewie38                :  1474.2     7.0      12    58     ---    6    2    4
3219 LinaBla                 :  1474.1     9.0      18    50     ---    7    4    7
3220 Moriiii1347             :  1474.1     1.0       4    25     ---    1    0    3
3221 EarlGreyDuck            :  1473.7    13.5      28    48     ---   13    1   14
3222 Gude_Knight             :  1473.7    11.0      23    48     ---    9    4   10
3223 MillanW                 :  1473.6     2.0       5    40     ---    2    0    3
3224 chah1                   :  1473.6     5.5      17    32     ---    5    1   11
3225 alkeres                 :  1473.5    12.5      33    38     ---   12    1   20
3226 Teije17                 :  1473.4     5.0      17    29     ---    3    4   10
3227 EmirovEmin1987          :  1473.4     2.0       4    50     ---    2    0    2
3228 gudmi                   :  1473.0    53.5     152    35     ---   51    5   96
3229 Sauro87                 :  1472.9     3.0       6    50     ---    3    0    3
3230 chombuka                :  1472.3     2.5       3    83     ---    2    1    0
3231 PTRINH13CTD             :  1472.3     1.0       2    50     ---    1    0    1
3232 FlaKmunKy               :  1472.2     8.0      17    47     ---    8    0    9
3233 f1rst_one               :  1472.1     1.0       2    50     ---    1    0    1
3234 brano098                :  1472.0     2.0       4    50     ---    2    0    2
3235 Chris1976               :  1472.0     2.0       6    33     ---    2    0    4
3236 Akiro04                 :  1471.6     4.0       5    80     ---    4    0    1
3237 Mingo45                 :  1471.6     3.0       4    75     ---    3    0    1
3238 Loyd7                   :  1471.4     3.0      16    19     ---    3    0   13
3239 gjemba                  :  1471.1     2.0       6    33     ---    2    0    4
3240 vihaanthegr8            :  1470.6     9.0      12    75     ---    9    0    3
3241 Pavelkinel              :  1470.5     1.5       5    30     ---    1    1    3
3242 metalkender             :  1470.5    37.0      87    43     ---   35    4   48
3243 pavel041958             :  1470.2    26.0      64    41     ---   24    4   36
3244 FBUHO                   :  1469.9     3.0       7    43     ---    3    0    4
3245 Slartibartfas_theman    :  1469.8     1.0       2    50     ---    1    0    1
3246 MeSoHorrible            :  1469.7    10.5      18    58     ---   10    1    7
3247 stonecharmly            :  1469.7    24.0      51    47     ---   23    2   26
3248 c4_explosive            :  1469.7     1.0       6    17     ---    1    0    5
3249 Robert_Ong09            :  1469.6     3.0       4    75     ---    3    0    1
3250 NicoR44                 :  1469.3    11.5      16    72     ---   11    1    4
3251 ruven75                 :  1469.2     4.0       6    67     ---    4    0    2
3252 threll                  :  1469.1     1.0       2    50     ---    1    0    1
3253 Danamard                :  1469.1     2.5       3    83     ---    2    1    0
3254 JBSeverinsen            :  1469.1     1.5       2    75     ---    1    1    0
3255 Bjf82                   :  1469.0    14.5      24    60     ---   14    1    9
3256 ZpapaJ                  :  1468.6     3.5       8    44     ---    3    1    4
3257 ccppurcell              :  1468.5     3.0       6    50     ---    3    0    3
3258 FunPlayer57             :  1468.3     2.0       3    67     ---    2    0    1
3259 LeonidNvs               :  1468.3     1.0       4    25     ---    1    0    3
3260 MichelOelsch            :  1468.1    16.0      25    64     ---   16    0    9
3261 grazianko               :  1468.1     7.5      21    36     ---    7    1   13
3262 Umnix1                  :  1468.0     6.0      11    55     ---    6    0    5
3263 teabush                 :  1467.8    13.0      41    32     ---   13    0   28
3264 ch_ris2023              :  1467.7     3.0       8    38     ---    3    0    5
3265 Oregoner                :  1467.6     1.5       2    75     ---    1    1    0
3266 SKamillo_964            :  1467.5     2.0       7    29     ---    1    2    4
3267 jmespiga                :  1467.5     4.0      10    40     ---    4    0    6
3268 garsnaffle              :  1467.5    24.0      45    53     ---   23    2   20
3269 LoboPacheco             :  1467.2     8.0      15    53     ---    8    0    7
3270 Nikolai_Gogol           :  1466.6     1.0       2    50     ---    1    0    1
3271 Kalium                  :  1466.4     0.5       1    50     ---    0    1    0
3272 Wiering                 :  1466.2     1.0       3    33     ---    1    0    2
3273 marrob                  :  1466.2     2.5       9    28     ---    2    1    6
3274 KTiani                  :  1466.1     6.5      14    46     ---    6    1    7
3275 Israelvis               :  1466.0     1.0       2    50     ---    1    0    1
3276 Bot1361                 :  1465.9     1.0       2    50     ---    1    0    1
3277 Leon11115               :  1465.5     1.0       3    33     ---    1    0    2
3278 apsik                   :  1465.3     4.0      10    40     ---    4    0    6
3279 beaver2                 :  1465.3     1.0       2    50     ---    1    0    1
3280 jimkraov                :  1465.3     4.0       6    67     ---    4    0    2
3281 stonyspb                :  1464.9     2.5       4    62     ---    2    1    1
3282 MemeMachine666          :  1464.9     2.0       6    33     ---    2    0    4
3283 endgame2222             :  1464.8     1.0       4    25     ---    1    0    3
3284 neuisenburger           :  1464.7     2.0       8    25     ---    2    0    6
3285 Saceruel                :  1464.7    12.0      17    71     ---   12    0    5
3286 drainageditch           :  1464.6    16.0      31    52     ---   15    2   14
3287 Timehawk                :  1464.5     8.0      15    53     ---    7    2    6
3288 Moi88                   :  1464.5     6.0      17    35     ---    6    0   11
3289 KuttiSuriya             :  1464.3     1.0       2    50     ---    1    0    1
3290 Usayd-F                 :  1463.9    39.5      67    59     ---   37    5   25
3291 ScottyZee               :  1463.8     3.0       4    75     ---    3    0    1
3292 barloventoso            :  1463.8     1.0       2    50     ---    1    0    1
3293 zobboz                  :  1463.7     7.0      11    64     ---    7    0    4
3294 Darraos                 :  1463.7     1.0       2    50     ---    1    0    1
3295 Pilorno                 :  1463.6     2.0       4    50     ---    2    0    2
3296 equiseto                :  1463.4    10.0      20    50     ---   10    0   10
