
   # PLAYER                  :  RATING  POINTS  PLAYED   (%)  CFS(%)     W    D     L
10873 Holly1127               :   856.9     1.0       3    33     ---     1    0     2
10874 Sanaav                  :   856.6     3.0       6    50     ---     3    0     3
10875 Mikhail_Mayorov         :   856.5     3.0      11    27     ---     3    0     8
10876 ChessManGatitu          :   856.4    10.0      25    40     ---    10    0    15
10877 caguptasourabh          :   856.1     2.5      11    23     ---     2    1     8
10878 markas2014              :   855.8     1.0       4    25     ---     1    0     3
10879 alexlitvin              :   855.8     7.0      19    37     ---     7    0    12
10880 Califa23                :   855.4     5.0      13    38     ---     5    0     8
10881 Nour2525                :   855.3     1.0       5    20     ---     1    0     4
10882 Thanhbinhlc             :   855.2     1.0      10    10     ---     1    0     9
10883 Davidosplays            :   855.2     1.0       9    11     ---     1    0     8
10884 fastandslowchess        :   855.0     4.0       9    44     ---     4    0     5
10885 profdrhalitdavidoff     :   854.6    63.0     165    38     ---    63    0   102
10886 Elouan63                :   854.2     3.0       8    38     ---     3    0     5
10887 MosesES                 :   853.9    26.0      80    32     ---    26    0    54
10888 arian282004             :   853.6     1.0       6    17     ---     1    0     5
10889 Noobopgamer1245         :   853.6     4.5      12    38     ---     4    1     7
10890 Adeena7866              :   853.6     2.0       6    33     ---     2    0     4
10891 wilfredd                :   853.4     3.0      10    30     ---     3    0     7
10892 loopdancemusic          :   852.7     4.0      14    29     ---     4    0    10
10893 omidzakerii             :   852.7     2.0       4    50     ---     2    0     2
10894 Acerpalmatum27          :   852.3     6.5      12    54     ---     6    1     5
10895 E200814                 :   851.8     1.0       3    33     ---     1    0     2
10896 Pilot0077               :   851.8    13.0      37    35     ---    13    0    24
10897 Dmitry68tmb             :   851.5    21.5      27    80     ---    21    1     5
10898 yaroslav_20124          :   850.6     1.0       5    20     ---     1    0     4
10899 MrCrabo                 :   850.5     1.0       5    20     ---     1    0     4
10900 akashp011               :   850.4     1.0       3    33     ---     1    0     2
10901 ADITYAFALDU             :   850.1     1.0       4    25     ---     1    0     3
10902 arsenii_S               :   850.1    35.5      77    46     ---    34    3    40
10903 hoangminh2014           :   850.0     3.0       8    38     ---     3    0     5
10904 Holabana                :   849.4     4.5      28    16     ---     4    1    23
10905 Janek2122014            :   849.3     1.0       4    25     ---     1    0     3
10906 hngbg                   :   849.1     2.0       9    22     ---     2    0     7
10907 AKHITSINGH5E            :   849.0     7.5      20    38     ---     7    1    12
10908 JevDen91                :   848.8     1.0       4    25     ---     1    0     3
10909 CGR059                  :   848.6     8.0      34    24     ---     8    0    26
10910 PotterWeasley           :   848.4     9.0      20    45     ---     9    0    11
10911 MRFOOL                  :   848.3     1.0       6    17     ---     1    0     5
10912 Angiv15                 :   848.3     7.0      22    32     ---     6    2    14
10913 Bisher26                :   848.3    10.5      19    55     ---    10    1     8
10914 gRadeLYCrickEt          :   848.2     1.0      10    10     ---     1    0     9
10915 Timothysarmiento        :   847.8     2.0      14    14     ---     2    0    12
10916 GCSPAS                  :   847.3     1.0       2    50     ---     1    0     1
10917 USM_RCT_Pagotaisidro    :   847.1     1.0       6    17     ---     1    0     5
10918 VanNinhvippro2012       :   847.0     3.0      15    20     ---     3    0    12
10919 Praded_Vasiliy          :   847.0     1.0      10    10     ---     1    0     9
10920 magnus_top1             :   846.8     1.0       3    33     ---     1    0     2
10921 BozukKaset              :   846.7     1.0       4    25     ---     1    0     3
10922 ayma1402                :   846.7     2.0       4    50     ---     2    0     2
10923 LucarioShadow           :   846.6     2.0      12    17     ---     2    0    10
10924 This0ldMan10            :   846.3     0.5       2    25     ---     0    1     1
10925 JSA_Araujo              :   845.6     1.0       3    33     ---     1    0     2
10926 hnfygt                  :   845.6     5.0       9    56     ---     5    0     4
10927 JaCre                   :   845.2     3.0       6    50     ---     3    0     3
10928 n3v3rl0s3               :   845.2     1.0       5    20     ---     1    0     4
10929 olegkot1                :   845.1     0.5       7     7     ---     0    1     6
10930 EvgenyAK                :   845.1     1.0       2    50     ---     1    0     1
10931 Anosov_Petya            :   845.1     4.0       9    44     ---     4    0     5
10932 Felinferno7             :   845.0     5.0      13    38     ---     5    0     8
10933 WYZmo                   :   844.9     1.0       3    33     ---     1    0     2
10934 Pushkar_10              :   844.9     2.0       5    40     ---     2    0     3
10935 nyxythedogking1234      :   844.7     1.0       3    33     ---     1    0     2
10936 RomanBodrov             :   844.4     1.0       3    33     ---     1    0     2
10937 hamad362600             :   844.3     1.0       5    20     ---     1    0     4
10938 KRITHIN0616             :   844.1     4.0      15    27     ---     4    0    11
10939 DeaSpasova_13           :   843.8     2.0       3    67     ---     2    0     1
10940 HNR6b                   :   843.8    13.0      31    42     ---    13    0    18
10941 Sashka14LetAbsolute     :   843.5     1.0       6    17     ---     1    0     5
10942 Moses_Ajayi             :   843.5     1.0       9    11     ---     1    0     8
10943 Alex_0667               :   843.3     5.0      21    24     ---     5    0    16
10944 whybru                  :   842.9     3.0       9    33     ---     3    0     6
10945 yetanotherbeginner      :   842.6     1.0       2    50     ---     1    0     1
10946 itsmeshion              :   842.4    30.0      65    46     ---    30    0    35
10947 Matsan00                :   842.1     1.0       6    17     ---     1    0     5
10948 TANES37                 :   842.1    19.0      54    35     ---    19    0    35
10949 RivalVice23             :   842.1     2.0       9    22     ---     2    0     7
10950 rio108chess             :   841.6     1.0       9    11     ---     1    0     8
10951 Valeria2016PSKOV1       :   841.5     7.0      17    41     ---     7    0    10
10952 hangisini               :   841.5     1.0       5    20     ---     1    0     4
10953 ILYASIUSIS              :   841.5     6.0      13    46     ---     6    0     7
10954 Oliverelmejor           :   841.4     4.0       7    57     ---     4    0     3
10955 oguzhan_bilfenisk       :   841.2     2.0      15    13     ---     2    0    13
10956 MamallanT               :   840.4    10.0      24    42     ---    10    0    14
10957 Adam1001                :   840.3     0.5       1    50     ---     0    1     0
10958 Madhwavyasaraja         :   839.9     1.0       2    50     ---     1    0     1
10959 Lordfares10             :   839.4     8.0      21    38     ---     8    0    13
10960 Pavel_SoniS             :   839.4     4.0      16    25     ---     3    2    11
10961 Vittorio_1              :   839.1    10.0      17    59     ---    10    0     7
10962 Aria-21                 :   838.9     3.0       5    60     ---     3    0     2
10963 Sainigam                :   838.6     1.0       3    33     ---     1    0     2
10964 Hector11hector          :   838.6     1.0       4    25     ---     1    0     3
10965 Francisco246810         :   838.5     3.0      22    14     ---     3    0    19
10966 psf-M2000               :   838.4    10.0      34    29     ---    10    0    24
10967 Pavelsupermusic         :   838.2     1.0       5    20     ---     1    0     4
10968 IPFIN                   :   838.1    27.0      57    47     ---    27    0    30
10969 Jaihareesh              :   838.0     3.0       8    38     ---     3    0     5
10970 Islombek_Fayzullaev     :   837.9     1.0       3    33     ---     1    0     2
10971 imistudent123           :   837.7     1.0       6    17     ---     1    0     5
10972 de666vansh              :   837.5    33.0      72    46     ---    33    0    39
10973 Patrickwei0104          :   837.3     1.0       3    33     ---     1    0     2
10974 PavelBsk                :   837.2     1.0       3    33     ---     1    0     2
10975 CHONguyenTuanHuy2011    :   836.8     8.5      17    50     ---     8    1     8
10976 suspensed               :   836.6     7.0      26    27     ---     7    0    19
10977 Darshan1304             :   836.5     4.5       7    64     ---     4    1     2
10978 MrNoobChess             :   836.3    20.0      50    40     ---    19    2    29
10979 TimohaL                 :   836.2     7.0      15    47     ---     7    0     8
10980 Gerber-Taracena17       :   835.9     2.0       4    50     ---     2    0     2
10981 XLeonardo_01            :   835.3     1.0       4    25     ---     1    0     3
10982 fenix322                :   835.3     9.5      29    33     ---     9    1    19
10983 Robertcameron           :   834.4    75.5     167    45     ---    75    1    91
10984 Padawan2015             :   833.6    11.0      25    44     ---    11    0    14
10985 HGFD99                  :   833.5     2.0      11    18     ---     2    0     9
10986 dobbang                 :   832.8     3.0       6    50     ---     3    0     3
10987 VIXXLOVE                :   832.6     1.0       2    50     ---     1    0     1
10988 tamiresinternacional    :   832.5     2.0      13    15     ---     2    0    11
10989 Bok_pro                 :   832.4     1.0       4    25     ---     1    0     3
10990 Panav_18585             :   832.4     1.0       2    50     ---     1    0     1
10991 valeroleandro2011       :   832.3     6.0      15    40     ---     6    0     9
10992 zhiger11111             :   832.2     1.5       4    38     ---     1    1     2
10993 Clossis                 :   832.1     1.0       4    25     ---     1    0     3
10994 bekir_kara              :   831.8     3.0       8    38     ---     3    0     5
10995 Farhu96                 :   831.7    12.0      52    23     ---    12    0    40
10996 Knightofsion            :   831.5     2.0       4    50     ---     2    0     2
10997 wardyyyk                :   831.0    18.5      51    36     ---    18    1    32
10998 HorstFischer            :   830.9    13.0      37    35     ---    13    0    24
10999 SERVAN5T                :   830.9     7.0      25    28     ---     7    0    18
11000 Hugoty                  :   830.6    11.5      32    36     ---    11    1    20
11001 drygin15                :   830.5     1.0       3    33     ---     1    0     2
11002 Lorenzoisgood           :   830.5     1.0       3    33     ---     1    0     2
11003 mathiguapo              :   830.2     3.0      12    25     ---     3    0     9
11004 Volovey_Vladislav       :   830.2     2.0      14    14     ---     2    0    12
11005 Bierkules123            :   829.5     0.5       2    25     ---     0    1     1
11006 MVIM581                 :   829.5     2.0      10    20     ---     2    0     8
11007 chesser2334             :   829.5     1.0       3    33     ---     1    0     2
11008 davideeee1              :   829.3     1.0       8    12     ---     1    0     7
11009 Mariano_155             :   829.0     3.0       8    38     ---     3    0     5
11010 JakobHsu                :   828.6     1.0       8    12     ---     1    0     7
11011 Yasandu_Max123          :   828.0     1.0       2    50     ---     1    0     1
11012 Krali4e                 :   827.6     2.0       4    50     ---     2    0     2
11013 Hummel00                :   827.6     1.0       2    50     ---     1    0     1
11014 Michele969              :   827.6     4.0      15    27     ---     4    0    11
11015 OmarPasha               :   827.5     3.5       6    58     ---     3    1     2
11016 chess_kas_eg0r          :   827.5     6.0      24    25     ---     6    0    18
11017 Iosif_Mironov           :   827.1     5.0      14    36     ---     5    0     9
11018 Sai2013                 :   827.0     4.0      13    31     ---     4    0     9
11019 Arslan_Atigulla2013     :   827.0     0.5       2    25     ---     0    1     1
11020 TachyGuerrero           :   827.0     1.0       6    17     ---     1    0     5
11021 molecule_08             :   826.7     1.0      14     7     ---     1    0    13
11022 S_M_Fahim_Islam_46      :   826.6     1.0       6    17     ---     1    0     5
11023 jjfoles                 :   826.4     1.0       3    33     ---     1    0     2
11024 Susa-Ben-Dahir          :   826.3     1.0       6    17     ---     1    0     5
11025 Emmanuel2012gp052021    :   826.2     9.0      12    75     ---     9    0     3
11026 mikimusdiedfORreal      :   825.7     1.0      11     9     ---     1    0    10
11027 NikitaSed               :   825.6    11.5      38    30     ---    11    1    26
11028 mael5_2                 :   825.1     5.0      17    29     ---     5    0    12
11029 Crptix                  :   824.8     1.0       2    50     ---     1    0     1
11030 Jonte2016               :   824.8     4.0      19    21     ---     4    0    15
11031 hide89                  :   824.7     2.0       8    25     ---     2    0     6
11032 Schaker-Faas            :   824.5     1.0       2    50     ---     1    0     1
11033 KlWl                    :   824.1     1.0       3    33     ---     1    0     2
11034 aleksana                :   824.0     2.0       3    67     ---     2    0     1
11035 GRANDTOTAL              :   823.7     2.0       8    25     ---     2    0     6
11036 akash_verma2023         :   823.7     1.0       2    50     ---     1    0     1
11037 TheWhiteKnights         :   823.6     1.0       3    33     ---     1    0     2
11038 roive01                 :   823.4     2.0       5    40     ---     2    0     3
11039 knowns                  :   822.2     1.0       3    33     ---     1    0     2
11040 ugvoo                   :   822.1     1.0       5    20     ---     1    0     4
11041 SuslickLox228           :   821.8     6.0      28    21     ---     6    0    22
11042 Ruslan182012            :   821.3    12.0      32    38     ---    12    0    20
11043 Lobarxon                :   821.2     1.0       8    12     ---     1    0     7
11044 ivanovson2013           :   821.2     1.0       2    50     ---     1    0     1
11045 debashishkumar          :   821.1     8.0      20    40     ---     8    0    12
11046 FuRkAN_Kral             :   821.1     7.5      26    29     ---     7    1    18
11047 shiveshpillai8x8        :   821.0     1.0      12     8     ---     1    0    11
11048 zxcured123123           :   820.4     1.0       2    50     ---     1    0     1
11049 Pec56                   :   820.2     1.0       2    50     ---     1    0     1
11050 Pr-141                  :   820.2     3.0       8    38     ---     3    0     5
11051 parsazaheri             :   820.2     1.0       2    50     ---     1    0     1
11052 tollie_rowlands09       :   820.1     2.0       6    33     ---     2    0     4
11053 AguinidPrisvin          :   819.8     2.0      17    12     ---     2    0    15
11054 af9rdthis               :   819.4     3.0      11    27     ---     3    0     8
11055 ShastharubenGobe        :   819.0     1.0       4    25     ---     1    0     3
11056 zamyatinamarina2008     :   818.9     2.0       6    33     ---     2    0     4
11057 dudash2121janosh        :   818.7     1.0       3    33     ---     1    0     2
11058 Motlaq                  :   818.4     1.0       3    33     ---     1    0     2
11059 mamalika7               :   817.8     1.0       4    25     ---     1    0     3
11060 YuriGamer3139           :   817.3     5.0      19    26     ---     5    0    14
11061 Oyeins                  :   816.5    11.0      20    55     ---    11    0     9
11062 saifnashash             :   815.9     3.0       9    33     ---     3    0     6
11063 vmut                    :   815.6     1.0       6    17     ---     1    0     5
11064 LamLungLinh             :   815.6     2.0       7    29     ---     2    0     5
11065 isaias13_cardozo        :   815.4     8.0      22    36     ---     8    0    14
11066 Kovch_Kirill            :   814.7     2.0       4    50     ---     2    0     2
11067 gg547                   :   814.7     2.0      15    13     ---     2    0    13
11068 Forlong123              :   814.3     4.0      12    33     ---     4    0     8
11069 DimonSuvorin            :   814.0     1.5       3    50     ---     1    1     1
11070 rduwan                  :   813.9     1.0       2    50     ---     1    0     1
11071 den7778                 :   813.9     1.0      10    10     ---     1    0     9
11072 kingxbr                 :   813.6     1.0       6    17     ---     1    0     5
11073 alpmrl                  :   813.5     2.0       6    33     ---     2    0     4
11074 Mxpm_170                :   813.4     8.0      42    19     ---     8    0    34
11075 DanielScorpion          :   813.2     2.0       5    40     ---     2    0     3
11076 MishcKy03               :   813.1     1.0       5    20     ---     1    0     4
11077 Harry201606             :   813.1     0.5       4    12     ---     0    1     3
11078 Lu4shiy1                :   812.9     1.0       3    33     ---     1    0     2
11079 KJustyna                :   812.7     1.0       4    25     ---     1    0     3
11080 BROSKIKAI               :   812.7     2.0       8    25     ---     2    0     6
11081 walike147               :   812.5     6.0      28    21     ---     6    0    22
11082 Mithunwin               :   811.9     7.0      16    44     ---     7    0     9
11083 MinhTri_79              :   811.8     2.0       8    25     ---     2    0     6
11084 DEVIL-222-Count         :   811.0     9.0      17    53     ---     9    0     8
11085 ArtemG03                :   811.0     3.0      10    30     ---     3    0     7
11086 Eeshanthkrithik         :   810.7     2.0       6    33     ---     2    0     4
11087 karam2013xcvx           :   810.7    11.5      24    48     ---    11    1    12
11088 uygarcigdem             :   809.9     3.0      11    27     ---     3    0     8
11089 airuhridium             :   809.8     1.0       7    14     ---     1    0     6
11090 flash2703               :   809.8     1.0       6    17     ---     1    0     5
11091 MS-290315               :   809.5    21.5      44    49     ---    21    1    22
11092 SUPERCRAC0              :   809.3     1.5       9    17     ---     1    1     7
11093 Crdzin                  :   808.9     2.0       9    22     ---     2    0     7
11094 aboli13                 :   808.9     3.0      15    20     ---     3    0    12
11095 mome_MC                 :   808.5     5.0      11    45     ---     5    0     6
11096 talingchan              :   808.3     1.0       7    14     ---     1    0     6
11097 Spyrit                  :   808.0     1.0       2    50     ---     1    0     1
11098 Mma27                   :   807.9     2.0       6    33     ---     2    0     4
11099 Dannyagudelo017         :   807.7     3.0       7    43     ---     3    0     4
11100 matheo2013              :   807.5     2.0       5    40     ---     2    0     3
11101 Milli_Dim               :   807.3     2.0       5    40     ---     2    0     3
11102 GUCUMUCUMAMI            :   807.1     1.5      12    12     ---     1    1    10
11103 Pandelis3300            :   807.1     1.0       2    50     ---     1    0     1
11104 selinbozan5G            :   806.9     1.0       5    20     ---     1    0     4
11105 HPD_PhamDucKien2013     :   806.8    10.0      29    34     ---    10    0    19
11106 AmanGalaWilson_12E      :   806.6     1.0       2    50     ---     1    0     1
11107 Lenido                  :   805.8     2.0       4    50     ---     2    0     2
11108 Jos_35                  :   805.7     4.0      11    36     ---     4    0     7
11109 Nelsonl11               :   805.6     7.0      14    50     ---     7    0     7
11110 Dante218                :   805.4     1.0       2    50     ---     1    0     1
11111 rugxa                   :   805.4     8.0      22    36     ---     8    0    14
11112 ErkinEfe06              :   805.4     1.0       4    25     ---     1    0     3
11113 Kachope256              :   805.3     1.5      10    15     ---     1    1     8
11114 Elikat-2014             :   805.3    10.0      25    40     ---    10    0    15
11115 igengraw                :   805.1     2.0      10    20     ---     2    0     8
11116 barttek                 :   804.9     1.0       3    33     ---     1    0     2
11117 AntypovVladyslav        :   804.8     5.0      18    28     ---     5    0    13
11118 selyannc13algalg        :   804.5     1.0      17     6     ---     1    0    16
11119 harse                   :   804.4     3.0      12    25     ---     3    0     9
11120 Danoto                  :   804.4     2.0       3    67     ---     2    0     1
11121 Mayankjj                :   803.8    79.0     168    47     ---    78    2    88
11122 TosattoSaurusRex        :   803.7     6.0      13    46     ---     6    0     7
11123 mahmoud00392            :   803.5    17.5      44    40     ---    17    1    26
11124 salehalmorshdy          :   803.0     1.0       5    20     ---     1    0     4
11125 GorbatenkoRodion        :   802.8    11.0      19    58     ---    11    0     8
11126 Charizard-Ved           :   802.6     1.0       8    12     ---     1    0     7
11127 SHADOWslave             :   801.8    12.0      36    33     ---    12    0    24
11128 VovaShou                :   801.6     6.0      15    40     ---     6    0     9
11129 parham_93               :   801.6     1.0       3    33     ---     1    0     2
11130 fakebum                 :   801.5     1.0       8    12     ---     1    0     7
11131 tashka5                 :   800.9     2.0       3    67     ---     2    0     1
11132 emilieComas             :   800.9     2.0       4    50     ---     2    0     2
11133 jesus1983               :   800.2     1.0       5    20     ---     1    0     4
11134 ashutosh15              :   800.0     1.0       5    20     ---     1    0     4
11135 Renaldas699             :   800.0     2.0      10    20     ---     2    0     8
11136 SonorousTexas94         :   799.5     1.0       7    14     ---     1    0     6
11137 aristotelito            :   799.2    23.0      84    27     ---    23    0    61
11138 AmileV                  :   799.1     2.0       8    25     ---     2    0     6
11139 magzybogues228          :   798.0     2.0       5    40     ---     1    2     2
11140 allanmunoz2013          :   797.8    13.0      30    43     ---    13    0    17
11141 neextt                  :   797.8     6.0      19    32     ---     6    0    13
11142 NeoGino                 :   797.6     7.0      24    29     ---     7    0    17
11143 milad98                 :   797.6    24.0      67    36     ---    24    0    43
11144 Ganymede_Sirius         :   797.5     7.0      16    44     ---     7    0     9
11145 chess88ka               :   797.2     8.0      15    53     ---     8    0     7
11146 Emanuelqg_clubeco64     :   797.2     2.0      20    10     ---     2    0    18
11147 bakrhamdan              :   797.0     2.5       6    42     ---     2    1     3
11148 Veer2412                :   797.0     1.0       5    20     ---     1    0     4
11149 Exquisite000            :   796.9     1.0       3    33     ---     1    0     2
11150 Sokolov_Dmitry          :   796.9    23.0      96    24     ---    23    0    73
11151 omerfarukkarakas        :   796.4     3.0      24    12     ---     3    0    21
11152 RomyVeraP               :   796.1     1.0       3    33     ---     1    0     2
11153 Master_Bali_2023        :   796.1     3.0       6    50     ---     3    0     3
11154 Thiesania               :   795.9     1.0       3    33     ---     1    0     2
11155 Giacomo_Vaghi           :   795.7    28.0      79    35     ---    28    0    51
11156 Madadr                  :   795.6    23.0      36    64     ---    23    0    13
11157 vishnugt                :   795.5     1.0       3    33     ---     1    0     2
11158 yuricdenver             :   795.1     2.0      14    14     ---     2    0    12
11159 Farhoodimojin           :   794.8    18.0      47    38     ---    18    0    29
11160 AnkobaBeach             :   794.3     1.0       2    50     ---     1    0     1
11161 chess_guess_mess        :   794.3     3.0       6    50     ---     3    0     3
11162 kartiks2013             :   794.3     2.0       7    29     ---     2    0     5
11163 kiraz9122B              :   794.1     1.0      10    10     ---     1    0     9
11164 Malik201222             :   794.0     1.0       3    33     ---     1    0     2
11165 Umut278                 :   793.7     4.0      17    24     ---     4    0    13
11166 ArthurAle               :   793.4     6.0      15    40     ---     6    0     9
11167 Ethn5                   :   793.1     1.0       4    25     ---     1    0     3
11168 SaidKhidirov            :   793.1     7.0      18    39     ---     7    0    11
11169 MishaPayk               :   793.0     2.0       4    50     ---     2    0     2
11170 magnusitos              :   792.8     1.0       3    33     ---     1    0     2
11171 lllwwwxxx               :   792.5     1.0       6    17     ---     1    0     5
11172 Luka_Dobric             :   792.2     3.5       8    44     ---     3    1     4
11173 thasvinthran1234        :   792.0     7.0      28    25     ---     7    0    21
11174 KarsNerp                :   792.0    14.0      35    40     ---    14    0    21
11175 Davo2011                :   791.8     3.0       9    33     ---     3    0     6
11176 Illy_Dobrianskiy08      :   791.6     5.0      14    36     ---     5    0     9
11177 Abhraneel_Halder2011    :   791.6     3.0      10    30     ---     3    0     7
11178 Duedon                  :   791.4     1.0       3    33     ---     1    0     2
11179 Minmialex               :   790.8     2.0      18    11     ---     2    0    16
11180 chunghua_lucas          :   789.7     1.0       5    20     ---     1    0     4
11181 C4LAdvitGo              :   789.6     5.0      16    31     ---     5    0    11
11182 andre109a               :   789.0     3.0      12    25     ---     3    0     9
11183 oof1234568              :   788.7     1.0       4    25     ---     1    0     3
11184 alenavlaskina           :   788.5     2.0       4    50     ---     2    0     2
11185 caiserso                :   788.4     2.0       6    33     ---     2    0     4
11186 shokhrukh1995           :   788.3     8.0      26    31     ---     8    0    18
11187 Dosmiltresientosveit    :   788.3     1.0       2    50     ---     1    0     1
11188 Goldcupchess            :   788.1     1.0       8    12     ---     1    0     7
11189 MDOOLY                  :   788.0     8.0      27    30     ---     8    0    19
11190 Ivan_ML                 :   788.0     1.0       7    14     ---     1    0     6
11191 christopher2022         :   787.7     3.0       9    33     ---     3    0     6
11192 Merter5858              :   787.3     8.0      22    36     ---     8    0    14
11193 Kiarash-Hadavi          :   786.7     8.0      24    33     ---     8    0    16
11194 diemhangneeee           :   785.9    16.0      83    19     ---    16    0    67
11195 kingXno9                :   785.8    19.0      51    37     ---    19    0    32
11196 DanieLgav               :   785.3     6.0      14    43     ---     6    0     8
11197 doctormarcusdavidoff    :   784.6    53.0     144    37     ---    53    0    91
11198 giahuy2402              :   784.4     1.0       8    12     ---     1    0     7
11199 Buslaev_av              :   784.3     1.0       3    33     ---     1    0     2
11200 Jonny2734               :   784.3     1.0       7    14     ---     1    0     6
11201 DeyvisonMelo95          :   784.1     8.0      16    50     ---     8    0     8
11202 galkindenis             :   784.0     2.0      11    18     ---     2    0     9
11203 Schurli2016             :   784.0     7.0      15    47     ---     7    0     8
11204 Nathan_16               :   783.9     2.0       4    50     ---     2    0     2
11205 caleb_jakhotiya         :   783.0     7.0      22    32     ---     6    2    14
11206 AnkurGattani            :   782.9     1.0       4    25     ---     1    0     3
11207 kattypro13              :   782.9     1.0       2    50     ---     1    0     1
11208 Egor_6457               :   782.9     1.0       2    50     ---     1    0     1
11209 Pluviophile3006         :   782.9     6.0      18    33     ---     6    0    12
11210 Codepeibol              :   782.6     2.0       4    50     ---     2    0     2
11211 pavelpavel              :   782.4     3.0      15    20     ---     3    0    12
11212 S_T_A_L_E_M_A_T_E       :   782.3     6.0      11    55     ---     6    0     5
11213 MarioMario9             :   781.7    18.0      40    45     ---    17    2    21
11214 IES-Zurbaran            :   781.5     6.0      16    38     ---     6    0    10
11215 MaksimLapko             :   781.1     0.5       1    50     ---     0    1     0
11216 CORNED-BEEF-06          :   780.5     6.0      20    30     ---     6    0    14
11217 Mohamedgamal521         :   780.3     1.0       7    14     ---     1    0     6
11218 blu_son2015             :   780.2     8.0      26    31     ---     7    2    17
11219 zhyh003                 :   780.0     2.0       3    67     ---     2    0     1
11220 Nanda2023               :   780.0     1.0       6    17     ---     1    0     5
11221 Romeoh                  :   779.9     3.0      13    23     ---     3    0    10
11222 Deordiev85              :   779.4     1.0       2    50     ---     1    0     1
11223 Matvey78                :   779.2     1.0       3    33     ---     1    0     2
11224 igor1902                :   778.6     1.0       3    33     ---     1    0     2
11225 JT2013                  :   777.9     3.0       6    50     ---     3    0     3
11226 ZXER                    :   775.4     2.0       4    50     ---     2    0     2
11227 Adrian-Ko               :   775.2     2.0      10    20     ---     2    0     8
11228 GRIFFPATCHmirz          :   775.2     6.0      22    27     ---     6    0    16
11229 Adonay5519              :   774.6    28.0      72    39     ---    28    0    44
11230 aaronprince007          :   774.3     7.0      27    26     ---     7    0    20
11231 mazi2                   :   774.1     2.0      11    18     ---     2    0     9
11232 Kavya10bohara           :   774.1     8.5      25    34     ---     8    1    16
11233 mattdoesstuff           :   773.8     1.0       5    20     ---     1    0     4
11234 widp                    :   773.7     2.0       7    29     ---     2    0     5
11235 Mr_Mad_Genius_Arun      :   773.5   122.5     334    37     ---   119    7   208
11236 AleksKir                :   773.3    13.0      22    59     ---    13    0     9
11237 SergeyP74               :   772.9     1.0       4    25     ---     1    0     3
11238 nbarda                  :   772.3     1.0       2    50     ---     1    0     1
11239 Hoogkamp                :   772.3    86.0     236    36     ---    86    0   150
11240 Dmitrij_15              :   772.3     1.0       7    14     ---     1    0     6
11241 lakshmanan_v            :   772.3     1.0       7    14     ---     1    0     6
11242 Bill8080091214          :   771.8     1.0       3    33     ---     1    0     2
11243 Chessnewplayer2         :   771.6     2.0       6    33     ---     2    0     4
11244 SADEW_2007              :   771.5     1.0       3    33     ---     1    0     2
11245 adrian_sexto_inlusa     :   771.4    15.0      36    42     ---    15    0    21
11246 LukaManger              :   771.4    54.5     142    38     ---    41   27    74
11247 Kushal8231              :   770.8     1.0       7    14     ---     1    0     6
11248 JSCodeur                :   770.4     2.0       5    40     ---     2    0     3
11249 mete2floryabilfen       :   770.1    12.0      23    52     ---    12    0    11
11250 OlekRzeszutek           :   769.6     2.0       6    33     ---     2    0     4
11251 tosinsasg               :   769.4     9.0      20    45     ---     9    0    11
11252 JoshuaSatheeshJacob     :   769.3     3.5      13    27     ---     3    1     9
11253 dbhargavchess           :   769.2     3.0       5    60     ---     3    0     2
11254 Okulovaa                :   769.1     1.0      12     8     ---     1    0    11
11255 Albror                  :   768.2     1.0       4    25     ---     1    0     3
11256 Eslem0101               :   768.1     7.0      32    22     ---     7    0    25
11257 Benja_Numis_Chile       :   768.0     4.0      11    36     ---     4    0     7
11258 Starkrabbit             :   768.0     1.0       7    14     ---     1    0     6
11259 KubixB                  :   767.9     5.0      18    28     ---     5    0    13
11260 Ekaburger               :   767.7     1.0       3    33     ---     1    0     2
11261 philob                  :   767.7     1.0       5    20     ---     1    0     4
11262 harmaltv                :   767.5    11.0      36    31     ---    11    0    25
11263 vuaxchliuvh             :   767.3     5.0      21    24     ---     5    0    16
11264 Gho3txx                 :   766.6     3.0       6    50     ---     3    0     3
11265 Joaquinpisani           :   765.3    10.0      18    56     ---    10    0     8
11266 JeanCamille20           :   764.7     7.0      18    39     ---     7    0    11
11267 Khang2015THA            :   763.6     6.0      15    40     ---     6    0     9
11268 KvaKvaKvaKva            :   763.6    20.0      21    95     ---    20    0     1
11269 ant-1008                :   763.5     1.0       5    20     ---     1    0     4
11270 nanditj                 :   763.1     2.0       6    33     ---     2    0     4
11271 MrYeast001              :   763.1     1.0       7    14     ---     1    0     6
11272 lwxlll                  :   763.0     2.0       6    33     ---     2    0     4
11273 debrew723               :   763.0     1.0       2    50     ---     1    0     1
11274 zloy_kaban              :   763.0     6.0      17    35     ---     6    0    11
11275 Kritiagnihotri          :   763.0     2.0       6    33     ---     2    0     4
11276 Shezaad                 :   762.9    16.0      38    42     ---    16    0    22
11277 EmileT                  :   762.7     1.0       3    33     ---     1    0     2
11278 DaniilK_v               :   762.4     3.0       8    38     ---     3    0     5
11279 zed33zedee              :   761.9     1.0       3    33     ---     1    0     2
11280 Ugurkanoz15             :   761.8     4.0      13    31     ---     4    0     9
11281 crazyquarantiner        :   761.7     7.0      15    47     ---     7    0     8
11282 Kubixbe                 :   761.6     0.5       1    50     ---     0    1     0
11283 Ezedin                  :   761.4     1.0       8    12     ---     1    0     7
